# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.compilation.GroovyCompilationBenchmark.scriptFromClassloader

# Run progress: 0.00% complete, ETA 06:00:00
# Fork: 1 of 4
# Warmup Iteration   1: 2998011.011 ops/s
# Warmup Iteration   2: 3185491.304 ops/s
# Warmup Iteration   3: 3500271.380 ops/s
# Warmup Iteration   4: 3494742.562 ops/s
# Warmup Iteration   5: 3448965.781 ops/s
# Fork: 3 of 4
# Warmup Iteration   1: 1420251.979 ops/s
# Warmup Iteration   2: 1526366.086 ops/s
# Warmup Iteration   3: 1537975.804 ops/s
# Warmup Iteration   4: 1536290.143 ops/s
# Warmup Iteration   5: 1533483.707 ops/s
Iteration   1: 1535526.627 ops/s
Iteration   2: 1537783.503 ops/s
Iteration   3: 1540955.838 ops/s
Iteration   4: 1538706.707 ops/s
Iteration   5: 1537801.216 ops/s
Iteration   6: 1536291.205 ops/s
Iteration   7: 1537161.136 ops/s
Iteration   8: 1537848.113 ops/s
Iteration   9: 1540385.646 ops/s
Iteration  10: 1534744.655 ops/s

# Run progress: 87.50% complete, ETA 00:45:11
# Fork: 4 of 4
# Warmup Iteration   1: 1514171.914 ops/s
# Warmup Iteration   2: 1569711.868 ops/s
# Warmup Iteration   3: 1568050.232 ops/s
# Warmup Iteration   4: 1568800.639 ops/s
# Warmup Iteration   5: 1571166.608 ops/s
Iteration   1: 1564416.048 ops/s
Iteration   2: 1569246.787 ops/s
Iteration   3: 1566327.528 ops/s
Iteration   4: 1567722.568 ops/s
Iteration   5: 1565798.013 ops/s
Iteration   6: 1567231.497 ops/s
Iteration   7: 1568060.595 ops/s
Iteration   8: 1569001.864 ops/s
Iteration   9: 1568611.413 ops/s
Iteration  10: 1564323.747 ops/s


Result "templateNoCompilationCustomParser":
  1594189.510 ±(99.9%) 42076.362 ops/s [Average]
  (min, avg, max) = (1534744.655, 1594189.510, 1723905.928), stdev = 74790.696
  CI (99.9%): [1552113.148, 1636265.871] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.groovy.template.TemplateBenchmark.templateNoCompilationCustomParserTyped

# Run progress: 88.89% complete, ETA 00:40:10
# Fork: 1 of 4
# Warmup Iteration   1: 1940170.622 ops/s
# Warmup Iteration   2: 2040527.564 ops/s
# Warmup Iteration   3: 2052220.787 ops/s
# Warmup Iteration   4: 2048789.325 ops/s
# Warmup Iteration   5: 2038409.217 ops/s
Iteration   1: 2044405.112 ops/s
Iteration   2: 2041505.602 ops/s
Iteration   3: 2045967.995 ops/s
Iteration   4: 2043165.415 ops/s
Iteration   5: 2043759.027 ops/s
Iteration   6: 2043462.741 ops/s
Iteration   7: 2045948.080 ops/s
Iteration   8: 2049517.798 ops/s
Iteration   9: 2049012.347 ops/s
Iteration  10: 2042381.300 ops/s

# Run progress: 90.28% complete, ETA 00:35:08
# Fork: 2 of 4
# Warmup Iteration   1: 2030554.014 ops/s
# Warmup Iteration   2: 2127732.589 ops/s
# Warmup Iteration   3: 2140498.089 ops/s
# Warmup Iteration   4: 2139073.927 ops/s
# Warmup Iteration   5: 2135548.922 ops/s
Iteration   1: 2135758.698 ops/s
Iteration   2: 2145850.416 ops/s
Iteration   3: 2136946.361 ops/s
Iteration   4: 2139041.548 ops/s
Iteration   5: 2137730.795 ops/s
Iteration   6: 2139177.827 ops/s
Iteration   7: 2136805.739 ops/s
Iteration   8: 2137185.414 ops/s
Iteration   9: 2133837.867 ops/s
Iteration  10: 2144419.786 ops/s

# Run progress: 91.67% complete, ETA 00:30:07
# Fork: 3 of 4
# Warmup Iteration   1: 1802471.223 ops/s
# Warmup Iteration   2: 1875918.505 ops/s
# Warmup Iteration   3: 1899079.712 ops/s
# Warmup Iteration   4: 1898712.139 ops/s
# Warmup Iteration   5: 1895587.510 ops/s
Iteration   1: 1907388.034 ops/s
Iteration   2: 1904184.492 ops/s
Iteration   3: 1904996.214 ops/s
Iteration   4: 1901897.732 ops/s
Iteration   5: 1900570.539 ops/s
Iteration   6: 1900711.088 ops/s
Iteration   7: 1903688.830 ops/s
Iteration   8: 1903080.507 ops/s
Iteration   9: 1903917.738 ops/s
Iteration  10: 1900958.641 ops/s

# Run progress: 93.06% complete, ETA 00:25:06
# Fork: 4 of 4
# Warmup Iteration   1: 1817194.869 ops/s
# Warmup Iteration   2: 1905983.734 ops/s
# Warmup Iteration   3: 1906036.120 ops/s
# Warmup Iteration   4: 1907808.362 ops/s
# Warmup Iteration   5: 1905143.228 ops/s
Iteration   1: 1902210.468 ops/s
Iteration   2: 1903911.927 ops/s
Iteration   3: 1906982.454 ops/s
Iteration   4: 1913531.849 ops/s
Iteration   5: 1912461.283 ops/s
Iteration   6: 1905304.816 ops/s
Iteration   7: 1909635.609 ops/s
Iteration   8: 1907791.753 ops/s
Iteration   9: 1907311.646 ops/s
Iteration  10: 1903615.630 ops/s


Result "templateNoCompilationCustomParserTyped":
  1998500.778 ±(99.9%) 56442.280 ops/s [Average]
  (min, avg, max) = (1900570.539, 1998500.778, 2145850.416), stdev = 100326.103
  CI (99.9%): [1942058.498, 2054943.058] (assumes normal distribution)


# JMH 1.12 (released 63 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-oracle/jre/bin/java
# VM options: <none>
# Warmup: 5 iterations, 20 s each
# Measurement: 10 iterations, 20 s each
# Timeout: 10 min per iteration
# Threads: 8 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.focusit.cpu.java.JavaBenchmark.vanillaJava

# Run progress: 94.44% complete, ETA 00:20:05
# Fork: 1 of 4
# Warmup Iteration   1: 38860733.747 ops/s
# Warmup Iteration   2: 39229828.448 ops/s
# Warmup Iteration   3: 38543853.900 ops/s
# Warmup Iteration   4: 39358742.498 ops/s
# Warmup Iteration   5: 39284205.616 ops/s
Iteration   1: 39370552.440 ops/s
Iteration   2: 39369894.001 ops/s
Iteration   3: 39402620.922 ops/s
Iteration   4: 39246231.324 ops/s
Iteration   5: 39348801.210 ops/s
Iteration   6: 39359904.747 ops/s
Iteration   7: 39360748.129 ops/s
Iteration   8: 39230730.407 ops/s
Iteration   9: 39299582.856 ops/s
Iteration  10: 39350734.547 ops/s

# Run progress: 95.83% complete, ETA 00:15:03
# Fork: 2 of 4
# Warmup Iteration   1: 23299064.555 ops/s
# Warmup Iteration   2: 23337162.704 ops/s
# Warmup Iteration   3: 23326821.402 ops/s
# Warmup Iteration   4: 23257965.853 ops/s
# Warmup Iteration   5: 23366531.647 ops/s
Iteration   1: 23289851.368 ops/s
Iteration   2: 23288594.061 ops/s
Iteration   3: 23300365.280 ops/s
Iteration   4: 23262420.642 ops/s
Iteration   5: 23352853.733 ops/s
Iteration   6: 23263950.043 ops/s
Iteration   7: 23348630.713 ops/s
Iteration   8: 23308488.934 ops/s
Iteration   9: 23321428.339 ops/s
Iteration  10: 23321165.656 ops/s

# Run progress: 97.22% complete, ETA 00:10:02
# Fork: 3 of 4
# Warmup Iteration   1: 35529691.794 ops/s
# Warmup Iteration   2: 39911742.893 ops/s
# Warmup Iteration   3: 37371459.992 ops/s
# Warmup Iteration   4: 37410189.538 ops/s
# Warmup Iteration   5: 37341362.954 ops/s
Iteration   1: 37495344.363 ops/s
Iteration   2: 37465652.668 ops/s
Iteration   3: 37439900.925 ops/s
Iteration   4: 37391693.642 ops/s
Iteration   5: 37459735.028 ops/s
Iteration   6: 37515567.248 ops/s
Iteration   7: 37423762.994 ops/s
Iteration   8: 37395872.869 ops/s
Iteration   9: 37370674.397 ops/s
Iteration  10: 37328569.428 ops/s

# Run progress: 98.61% complete, ETA 00:05:01
# Fork: 4 of 4
# Warmup Iteration   1: 36991859.433 ops/s
# Warmup Iteration   2: 40693121.538 ops/s
# Warmup Iteration   3: 41317547.926 ops/s
# Warmup Iteration   4: 41288581.515 ops/s
# Warmup Iteration   5: 41231511.733 ops/s
Iteration   1: 41257832.784 ops/s
Iteration   2: 41292392.671 ops/s
Iteration   3: 41309253.736 ops/s
Iteration   4: 41370065.334 ops/s
Iteration   5: 41296329.985 ops/s
Iteration   6: 41275888.185 ops/s
Iteration   7: 41243992.818 ops/s
Iteration   8: 41348485.051 ops/s
Iteration   9: 41224052.802 ops/s
Iteration  10: 41278923.322 ops/s


Result "vanillaJava":
  35339538.490 ±(99.9%) 4034261.124 ops/s [Average]
  (min, avg, max) = (23262420.642, 35339538.490, 41370065.334), stdev = 7170895.606
  CI (99.9%): [31305277.366, 39373799.614] (assumes normal distribution)


# Run complete. Total time: 06:01:30

Benchmark                                                                                                         Mode  Cnt         Score         Error  Units
c.f.groovy.compilation.GroovyCompilationBenchmark.scriptFromClassloader                                          thrpt   40   3443216.027 ±   36354.126  ops/s
c.f.groovy.groovyscript.groovyshell.GroovyShellBenchmark.groovyNoShellNoScriptInOneCycle                         thrpt   40   4101902.557 ±  105978.620  ops/s
c.f.groovy.groovyscript.groovyshell.GroovyShellBenchmark.groovyNoShellNoScriptNoBindingInOneCycle                thrpt   40   4346689.976 ±  113999.967  ops/s
c.f.groovy.groovyscript.groovyshell.GroovyShellBenchmark.groovyNoShellNoScriptNoBindingNoMethodInOneCycle        thrpt   40   4232970.384 ±   93109.872  ops/s
c.f.groovy.groovyscript.invokedynamic.IndyGroovyShellBenchmark.groovyNoShellNoScriptInOneCycle                   thrpt   40   4734100.850 ±   32975.947  ops/s
c.f.groovy.groovyscript.invokedynamic.IndyGroovyShellBenchmark.groovyNoShellNoScriptNoBindingInOneCycle          thrpt   40   4821255.535 ±   25239.823  ops/s
c.f.groovy.groovyscript.invokedynamic.IndyGroovyShellBenchmark.groovyNoShellNoScriptNoBindingNoMethodInOneCycle  thrpt   40   4958224.153 ±   91995.790  ops/s
c.f.groovy.groovyscript.jsr223.GroovyJSR223Benchmark.groovyNoEngineInOneCycle                                    thrpt   40    137030.242 ±    3186.743  ops/s
c.f.groovy.groovyscript.jsr223.GroovyJSR223Benchmark.groovyNoEngineNoScriptInOneCycle                            thrpt   40    135547.553 ±     641.629  ops/s
c.f.groovy.groovyscript.jsr223.GroovyJSR223Benchmark.groovyNoEngineNoScriptLessBindingInOneCycle                 thrpt   40    213188.583 ±     987.700  ops/s
c.f.groovy.groovyscript.scriptinheritance.ScriptInheritanceBenchmark.groovyNoCompileCustomBinding                thrpt   40   3269535.727 ±   25125.812  ops/s
c.f.groovy.groovyscript.staticcompilation.StaticCompilationBenchmark.testStaticCompiledScript                    thrpt   40  12531283.303 ±  107423.687  ops/s
c.f.groovy.groovyscript.typedscript.TypedScriptBenchmark.groovyNoShellNoCompile                                  thrpt   40   4689558.813 ±   62647.290  ops/s
c.f.groovy.groovyscript.typedscript.TypedScriptBenchmark.groovyNoShellNoCompileNoInstantiate                     thrpt   40   5071219.208 ±   55486.532  ops/s
c.f.groovy.template.TemplateBenchmark.templateNoCompilation                                                      thrpt   40   1386462.321 ±    9572.253  ops/s
c.f.groovy.template.TemplateBenchmark.templateNoCompilationCustomParser                                          thrpt   40   1594189.510 ±   42076.362  ops/s
c.f.groovy.template.TemplateBenchmark.templateNoCompilationCustomParserTyped                                     thrpt   40   1998500.778 ±   56442.280  ops/s
c.f.java.JavaBenchmark.vanillaJava                                                                               thrpt   40  35339538.490 ± 4034261.124  ops/s
